426, 261, 2, 0.620087, 0.995327, 1.285714
304, 383, 3, 0.442504, 0.990228, 1.886700
284, 403, 5, 0.413392, 0.982699, 1.985222
274, 413, 5, 0.398836, 0.982079, 2.034483
254, 433, 7, 0.369723, 0.973180, 2.133005
219, 468, 16, 0.318777, 0.931915, 2.305419
191, 496, 29, 0.278020, 0.868182, 2.443350
151, 536, 62, 0.219796, 0.708920, 2.640394
53, 634, 160, 0.077147, 0.248826, 3.123153
0, 687, 213, 0.000000, 0.000000, 3.384236
