2542, 0, 0, 1.000000, 1.000000, 0.000000
2227, 315, 1, 0.876082, 0.999551, 1.551724
2203, 339, 1, 0.866640, 0.999546, 1.669951
2180, 362, 1, 0.857592, 0.999542, 1.783251
2166, 376, 1, 0.852085, 0.999539, 1.852217
2146, 396, 1, 0.844217, 0.999534, 1.950739
2127, 415, 2, 0.836743, 0.999061, 2.044335
2116, 426, 2, 0.832415, 0.999056, 2.098522
2102, 440, 2, 0.826908, 0.999049, 2.167488
2084, 458, 2, 0.819827, 0.999041, 2.256158
2074, 468, 2, 0.815893, 0.999037, 2.305419
2054, 488, 2, 0.808025, 0.999027, 2.403941
2042, 500, 2, 0.803304, 0.999022, 2.463054
2034, 508, 2, 0.800157, 0.999018, 2.502463
2024, 518, 2, 0.796223, 0.999013, 2.551724
2015, 527, 2, 0.792683, 0.999008, 2.596059
2008, 534, 2, 0.789929, 0.999005, 2.630542
1994, 548, 2, 0.784422, 0.998998, 2.699507
1985, 557, 2, 0.780881, 0.998993, 2.743842
1967, 575, 2, 0.773800, 0.998984, 2.832512
1957, 585, 2, 0.769866, 0.998979, 2.881773
1941, 601, 2, 0.763572, 0.998971, 2.960591
1917, 625, 2, 0.754131, 0.998958, 3.078818
1897, 645, 2, 0.746263, 0.998947, 3.177340
1886, 656, 2, 0.741935, 0.998941, 3.231527
1881, 661, 2, 0.739969, 0.998938, 3.256158
1873, 669, 2, 0.736821, 0.998933, 3.295567
1854, 688, 2, 0.729347, 0.998922, 3.389163
1839, 703, 2, 0.723446, 0.998914, 3.463054
1826, 716, 2, 0.718332, 0.998906, 3.527094
1807, 735, 2, 0.710858, 0.998894, 3.620690
1773, 769, 2, 0.697482, 0.998873, 3.788177
1739, 803, 2, 0.684107, 0.998851, 3.955665
1708, 834, 2, 0.671912, 0.998830, 4.108375
1668, 874, 2, 0.656176, 0.998802, 4.305418
1621, 921, 2, 0.637687, 0.998768, 4.536946
1567, 975, 2, 0.616444, 0.998725, 4.802956
1543, 999, 3, 0.607002, 0.998060, 4.921182
1519, 1023, 3, 0.597561, 0.998029, 5.039409
1491, 1051, 3, 0.586546, 0.997992, 5.177340
1467, 1075, 3, 0.577105, 0.997959, 5.295567
1449, 1093, 3, 0.570024, 0.997934, 5.384236
1433, 1109, 3, 0.563729, 0.997911, 5.463054
1419, 1123, 3, 0.558222, 0.997890, 5.532020
1409, 1133, 3, 0.554288, 0.997875, 5.581281
1401, 1141, 3, 0.551141, 0.997863, 5.620690
1396, 1146, 3, 0.549174, 0.997856, 5.645320
1391, 1151, 3, 0.547207, 0.997848, 5.669951
1383, 1159, 3, 0.544060, 0.997836, 5.709360
1381, 1161, 3, 0.543273, 0.997832, 5.719212
1379, 1163, 3, 0.542486, 0.997829, 5.729064
1373, 1169, 3, 0.540126, 0.997820, 5.758621
1369, 1173, 3, 0.538552, 0.997813, 5.778325
1367, 1175, 3, 0.537766, 0.997810, 5.788177
1357, 1185, 3, 0.533832, 0.997794, 5.837439
