1.000000, 1.000000
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.566667
1.000000, 0.560000
1.000000, 0.560000
1.000000, 0.560000
1.000000, 0.553333
1.000000, 0.553333
1.000000, 0.553333
1.000000, 0.553333
1.000000, 0.553333
1.000000, 0.546667
1.000000, 0.533333
1.000000, 0.533333
1.000000, 0.526667
1.000000, 0.526667
1.000000, 0.513333
1.000000, 0.513333
1.000000, 0.506667
1.000000, 0.500000
1.000000, 0.493333
1.000000, 0.493333
1.000000, 0.493333
1.000000, 0.493333
1.000000, 0.493333
1.000000, 0.493333
1.000000, 0.493333
1.000000, 0.486667
1.000000, 0.486667
1.000000, 0.486667
1.000000, 0.486667
1.000000, 0.486667
1.000000, 0.480000
1.000000, 0.480000
1.000000, 0.473333
1.000000, 0.466667
1.000000, 0.466667
1.000000, 0.466667
1.000000, 0.466667
1.000000, 0.460000
1.000000, 0.460000
1.000000, 0.453333
1.000000, 0.453333
1.000000, 0.453333
1.000000, 0.453333
1.000000, 0.453333
1.000000, 0.453333
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
1.000000, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.446667
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.440000
0.995305, 0.433333
0.995305, 0.433333
0.995305, 0.426667
0.995305, 0.426667
0.995305, 0.426667
0.995305, 0.426667
0.995305, 0.426667
0.995305, 0.426667
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.420000
0.995305, 0.413333
0.995305, 0.413333
0.995305, 0.413333
0.995305, 0.413333
0.995305, 0.406667
0.995305, 0.406667
0.995305, 0.406667
0.995305, 0.406667
