7480, 0, 0, 1.000000, 1.000000, 0.000000
6852, 628, 0, 0.916043, 1.000000, 3.093596
6825, 655, 0, 0.912433, 1.000000, 3.226601
6806, 674, 0, 0.909893, 1.000000, 3.320197
6783, 697, 0, 0.906818, 1.000000, 3.433497
6753, 727, 0, 0.902807, 1.000000, 3.581281
6719, 761, 0, 0.898262, 1.000000, 3.748769
6681, 799, 0, 0.893182, 1.000000, 3.935961
6637, 843, 0, 0.887299, 1.000000, 4.152709
6578, 902, 0, 0.879412, 1.000000, 4.443350
6533, 947, 0, 0.873396, 1.000000, 4.665025
6482, 998, 0, 0.866578, 1.000000, 4.916256
6411, 1069, 0, 0.857086, 1.000000, 5.266010
6340, 1140, 0, 0.847594, 1.000000, 5.615764
6244, 1236, 0, 0.834759, 1.000000, 6.088670
6139, 1341, 0, 0.820722, 1.000000, 6.605911
6012, 1468, 0, 0.803743, 1.000000, 7.231527
5865, 1615, 0, 0.784091, 1.000000, 7.955665
5695, 1785, 0, 0.761364, 1.000000, 8.793103
5487, 1993, 0, 0.733556, 1.000000, 9.817734
5309, 2171, 0, 0.709759, 1.000000, 10.694581
5101, 2379, 0, 0.681952, 1.000000, 11.719212
4911, 2569, 0, 0.656551, 1.000000, 12.655172
4722, 2758, 0, 0.631283, 1.000000, 13.586206
4521, 2959, 0, 0.604412, 1.000000, 14.576355
4361, 3119, 0, 0.583021, 1.000000, 15.364532
4195, 3285, 0, 0.560829, 1.000000, 16.182266
4067, 3413, 0, 0.543717, 1.000000, 16.812807
3917, 3563, 0, 0.523663, 1.000000, 17.551723
3802, 3678, 0, 0.508289, 1.000000, 18.118227
3709, 3771, 0, 0.495856, 1.000000, 18.576355
3634, 3846, 0, 0.485829, 1.000000, 18.945812
3567, 3913, 0, 0.476872, 1.000000, 19.275862
3480, 4000, 0, 0.465241, 1.000000, 19.704433
3437, 4043, 0, 0.459492, 1.000000, 19.916256
3370, 4110, 1, 0.450535, 0.999703, 20.246305
3322, 4158, 1, 0.444118, 0.999699, 20.482759
3246, 4234, 1, 0.433957, 0.999692, 20.857143
3228, 4252, 1, 0.431551, 0.999690, 20.945812
3211, 4269, 1, 0.429278, 0.999689, 21.029556
3181, 4299, 1, 0.425267, 0.999686, 21.177340
3170, 4310, 1, 0.423797, 0.999685, 21.231527
3129, 4351, 1, 0.418316, 0.999681, 21.433498
3110, 4370, 1, 0.415775, 0.999679, 21.527094
3077, 4403, 2, 0.411364, 0.999350, 21.689655
3052, 4428, 2, 0.408021, 0.999345, 21.812807
3037, 4443, 2, 0.406016, 0.999342, 21.886700
3024, 4456, 2, 0.404278, 0.999339, 21.950739
2993, 4487, 2, 0.400134, 0.999332, 22.103449
2951, 4529, 2, 0.394519, 0.999323, 22.310345
2930, 4550, 2, 0.391711, 0.999318, 22.413794
2888, 4592, 2, 0.386096, 0.999308, 22.620689
2844, 4636, 2, 0.380214, 0.999297, 22.837439
2821, 4659, 2, 0.377139, 0.999292, 22.950739
2793, 4687, 2, 0.373396, 0.999284, 23.088671
2769, 4711, 2, 0.370187, 0.999278, 23.206896
2749, 4731, 2, 0.367513, 0.999273, 23.305418
2657, 4823, 2, 0.355214, 0.999248, 23.758621
2593, 4887, 2, 0.346658, 0.999229, 24.073891
2553, 4927, 2, 0.341310, 0.999217, 24.270935
2514, 4966, 2, 0.336096, 0.999205, 24.463055
2458, 5022, 2, 0.328610, 0.999187, 24.738916
2423, 5057, 3, 0.323930, 0.998763, 24.911329
2356, 5124, 3, 0.314973, 0.998728, 25.241379
2315, 5165, 3, 0.309492, 0.998706, 25.443350
2269, 5211, 4, 0.303342, 0.998240, 25.669950
2227, 5253, 4, 0.297727, 0.998207, 25.876848
2186, 5294, 4, 0.292246, 0.998174, 26.078817
2129, 5351, 4, 0.284626, 0.998125, 26.359606
2081, 5399, 4, 0.278209, 0.998082, 26.596060
2040, 5440, 4, 0.272727, 0.998043, 26.798029
1986, 5494, 4, 0.265508, 0.997990, 27.064039
1926, 5554, 4, 0.257487, 0.997927, 27.359606
1867, 5613, 4, 0.249599, 0.997862, 27.650246
1810, 5670, 5, 0.241979, 0.997245, 27.931034
1731, 5749, 5, 0.231417, 0.997120, 28.320196
1693, 5787, 5, 0.226337, 0.997055, 28.507389
1613, 5867, 5, 0.215642, 0.996910, 28.901478
1575, 5905, 6, 0.210561, 0.996205, 29.088671
1543, 5937, 6, 0.206283, 0.996127, 29.246305
1499, 5981, 6, 0.200401, 0.996013, 29.463055
1484, 5996, 6, 0.198396, 0.995973, 29.536945
1448, 6032, 6, 0.193583, 0.995873, 29.714285
1411, 6069, 7, 0.188636, 0.995063, 29.896551
1375, 6105, 8, 0.183824, 0.994215, 30.073891
1323, 6157, 10, 0.176872, 0.992498, 30.330050
1296, 6184, 12, 0.173262, 0.990826, 30.463055
1267, 6213, 12, 0.169385, 0.990618, 30.605911
1229, 6251, 15, 0.164305, 0.987942, 30.793104
1190, 6290, 16, 0.159091, 0.986733, 30.985222
1160, 6320, 16, 0.155080, 0.986395, 31.133005
1146, 6334, 16, 0.153209, 0.986231, 31.201971
1135, 6345, 17, 0.151738, 0.985243, 31.256157
1111, 6369, 17, 0.148529, 0.984929, 31.374384
1069, 6411, 21, 0.142914, 0.980734, 31.581282
998, 6482, 22, 0.133422, 0.978431, 31.931034
976, 6504, 22, 0.130481, 0.977956, 32.039410
945, 6535, 22, 0.126337, 0.977249, 32.192120
920, 6560, 22, 0.122995, 0.976645, 32.315269
885, 6595, 22, 0.118316, 0.975744, 32.487686
852, 6628, 24, 0.113904, 0.972603, 32.650246
832, 6648, 26, 0.111230, 0.969697, 32.748768
818, 6662, 27, 0.109358, 0.968047, 32.817734
802, 6678, 28, 0.107219, 0.966265, 32.896553
773, 6707, 30, 0.103342, 0.962640, 33.039410
745, 6735, 33, 0.099599, 0.957584, 33.177341
701, 6779, 36, 0.093717, 0.951153, 33.394089
686, 6794, 37, 0.091711, 0.948824, 33.467979
640, 6840, 39, 0.085561, 0.942563, 33.694580
622, 6858, 41, 0.083155, 0.938160, 33.783253
572, 6908, 44, 0.076471, 0.928571, 34.029556
544, 6936, 48, 0.072727, 0.918919, 34.167488
529, 6951, 53, 0.070722, 0.908935, 34.241379
509, 6971, 54, 0.068048, 0.904085, 34.339901
491, 6989, 54, 0.065642, 0.900917, 34.428570
468, 7012, 61, 0.062567, 0.884688, 34.541870
448, 7032, 65, 0.059893, 0.873294, 34.640392
407, 7073, 67, 0.054412, 0.858650, 34.842365
380, 7100, 71, 0.050802, 0.842572, 34.975368
366, 7114, 74, 0.048930, 0.831818, 35.044334
342, 7138, 78, 0.045722, 0.814286, 35.162563
310, 7170, 86, 0.041444, 0.782828, 35.320198
290, 7190, 93, 0.038770, 0.757180, 35.418720
249, 7231, 104, 0.033289, 0.705382, 35.620689
228, 7252, 111, 0.030481, 0.672566, 35.724136
205, 7275, 118, 0.027406, 0.634675, 35.837437
189, 7291, 125, 0.025267, 0.601911, 35.916256
173, 7307, 130, 0.023128, 0.570957, 35.995075
154, 7326, 135, 0.020588, 0.532872, 36.088669
135, 7345, 142, 0.018048, 0.487365, 36.182266
120, 7360, 146, 0.016043, 0.451128, 36.256157
107, 7373, 148, 0.014305, 0.419608, 36.320198
95, 7385, 155, 0.012701, 0.380000, 36.379311
80, 7400, 161, 0.010695, 0.331950, 36.453201
73, 7407, 165, 0.009759, 0.306723, 36.487686
66, 7414, 169, 0.008824, 0.280851, 36.522167
54, 7426, 177, 0.007219, 0.233766, 36.581280
48, 7432, 181, 0.006417, 0.209607, 36.610836
42, 7438, 184, 0.005615, 0.185841, 36.640392
36, 7444, 190, 0.004813, 0.159292, 36.669952
31, 7449, 194, 0.004144, 0.137778, 36.694580
27, 7453, 196, 0.003610, 0.121076, 36.714287
22, 7458, 197, 0.002941, 0.100457, 36.738914
20, 7460, 198, 0.002674, 0.091743, 36.748768
18, 7462, 200, 0.002406, 0.082569, 36.758621
17, 7463, 201, 0.002273, 0.077982, 36.763546
16, 7464, 201, 0.002139, 0.073733, 36.768475
16, 7464, 201, 0.002139, 0.073733, 36.768475
15, 7465, 202, 0.002005, 0.069124, 36.773399
13, 7467, 203, 0.001738, 0.060185, 36.783253
13, 7467, 203, 0.001738, 0.060185, 36.783253
12, 7468, 203, 0.001604, 0.055814, 36.788177
8, 7472, 206, 0.001070, 0.037383, 36.807880
7, 7473, 207, 0.000936, 0.032710, 36.812809
5, 7475, 209, 0.000668, 0.023364, 36.822659
5, 7475, 209, 0.000668, 0.023364, 36.822659
4, 7476, 209, 0.000535, 0.018779, 36.827587
4, 7476, 209, 0.000535, 0.018779, 36.827587
4, 7476, 209, 0.000535, 0.018779, 36.827587
4, 7476, 209, 0.000535, 0.018779, 36.827587
4, 7476, 209, 0.000535, 0.018779, 36.827587
4, 7476, 209, 0.000535, 0.018779, 36.827587
3, 7477, 210, 0.000401, 0.014085, 36.832512
1, 7479, 212, 0.000134, 0.004695, 36.842365
1, 7479, 212, 0.000134, 0.004695, 36.842365
1, 7479, 212, 0.000134, 0.004695, 36.842365
1, 7479, 212, 0.000134, 0.004695, 36.842365
1, 7479, 212, 0.000134, 0.004695, 36.842365
1, 7479, 212, 0.000134, 0.004695, 36.842365
0, 7480, 213, 0.000000, 0.000000, 36.847290
0, 7480, 213, 0.000000, 0.000000, 36.847290
0, 7480, 213, 0.000000, 0.000000, 36.847290
